시군명,구/읍면동명,기관명,시설구분명,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84경도,WGS84위도
오산시,청학동,경기도 오산소방서,소방서,18119,경기도 오산시 청학동 16-6번지,경기도 오산시 청학로 55-6,127.0639101,37.154706
의왕시,고천동,경기도 의왕소방서,소방서,16077,경기도 의왕시 고천동 78-3번지,경기도 의왕시 오봉로 9,126.9747609,37.3441993
이천시,관고동,경기도 이천소방서,소방서,17379,경기도 이천시 관고동 218-2번지,경기도 이천시 경충대로 2739,127.4315823,37.2820584
파주시,파주읍,경기도 파주소방서,소방서,10836,경기도 파주시 파주읍 봉서리 458-10번지,경기도 파주시 파주읍 통일로 1564,126.7894973,37.8474843
포천시,군내면,경기도 포천소방서,소방서,11154,경기도 포천시 군내면 구읍리 669번지,경기도 포천시 군내면 호국로 1538,127.2026149,37.8913491
화성시,향남읍,경기도 화성소방서,소방서,18598,경기도 화성시 향남읍 행정리 436-6번지,경기도 화성시 향남읍 향남로 399,126.92062,37.1310095
평택시,신장동,경기도 송탄소방서,소방서,17754,경기도 평택시 신장동 505-2번지,경기도 평택시 경기대로 1627,127.0622223,37.0896969
안산시,단원구,경기도 안산소방서,소방서,15335,경기도 안산시 단원구 고잔동 515-1번지,경기도 안산시 단원구 화랑로 407,126.8329603,37.3217349
안양시,동안구,경기도 안양소방서,소방서,14054,경기도 안양시 동안구 관양동 1592-1번지,경기도 안양시 동안구 관평로212번길 32,126.960767,37.3959721
양평군,양평읍,경기도 양평소방서,소방서,12547,경기도 양평군 양평읍 공흥리 159-1번지,경기도 양평군 양평읍 경강로 2047,127.5073386,37.5003366
연천군,전곡읍,경기도 연천소방서,소방서,11025,경기도 연천군 전곡읍 은대리 422-4번지,경기도 연천군 전곡읍 평화로 892,127.0684935,38.0483957
용인시,처인구,경기도 용인소방서,소방서,17057,경기도 용인시 처인구 역북동 586-7번지,경기도 용인시 처인구 명지로 45,127.1898842,37.2321552
의정부시,의정부동,경기도 의정부소방서,소방서,11624,경기도 의정부시 의정부동 525번지,경기도 의정부시 의정로 48,127.0353599,37.7371552
고양시,일산동구,경기도 일산소방서,소방서,10401,경기도 고양시 일산동구 장항동 779번지,경기도 고양시 일산동구 중앙로 1325,126.769627,37.6632826
평택시,비전동,경기도 평택소방서,소방서,17901,경기도 평택시 비전동 849-1번지,경기도 평택시 중앙로 273,127.1128474,36.9904547
하남시,신장동,경기도 하남소방서,소방서,12953,경기도 하남시 신장동 528-1번지,경기도 하남시 대청로 76,127.2204248,37.5399022
양주시,덕정동,회천지구대,지구대,11451,경기도 양주시 덕정동 206-3번지,경기도 양주시 회정로 133,127.0679527,37.837585
동두천시,지행동,송내지구대,지구대,11347,경기도 동두천시 지행동 691-7번지,경기도 동두천시 중앙로 157,127.0520075,37.89555
구리시,수택동,토평지구대,지구대,11940,경기도 구리시 수택동 851-3번지,경기도 구리시 체육관로74번길 55,127.1411534,37.5912535
수원시,장안구,장안문지구대,지구대,16308,경기도 수원시 장안구 조원동 680-6번지,경기도 수원시 장안구 송정로 113,127.009536,37.2957877
수원시,장안구,노송지구대,지구대,16347,경기도 수원시 장안구 파장동 566-14번지 노송지구대,경기도 수원시 장안구 이목로 58,126.9879468,37.3103114
수원시,팔달구,화서문지구대,지구대,16435,경기도 수원시 팔달구 화서동 647-1번지,경기도 수원시 팔달구 수성로182번길 3,126.9931162,37.2867051
수원시,영통구,산남지구대,지구대,16527,경기도 수원시 영통구 매탄동 1213-2번지,경기도 수원시 영통구 매영로 93-18,127.0529953,37.2686023
수원시,권선구,서호지구대,지구대,16406,경기도 수원시 권선구 구운동 938번지,경기도 수원시 권선구 구운로73번길 18-13,126.9713094,37.2806825
안양시,동안구,비산지구대,지구대,13922,경기도 안양시 동안구 비산동 459-57번지,경기도 안양시 동안구 관악대로 125,126.9379211,37.3990265
안양시,동안구,갈산지구대,지구대,14106,경기도 안양시 동안구 호계동 1118-1번지 갈산지구대,경기도 안양시 동안구 흥안대로223번길 30-1,126.9662001,37.3762251
안양시,만안구,명학지구대,지구대,14033,경기도 안양시 만안구 안양동 441-1번지 명학지구대,경기도 안양시 만안구 안양로170번길 20,126.9304764,37.3895256
안양시,만안구,박달지구대,지구대,14008,경기도 안양시 만안구 박달동 94-136번지,경기도 안양시 만안구 박달로 492,126.9070967,37.4022762
군포시,산본동,산본지구대,지구대,15820,경기도 군포시 산본동 1105-4번지,경기도 군포시 수리산로203번길 51,126.9265688,37.3677547
성남시,수정구,신흥지구대,지구대,13352,경기도 성남시 수정구 신흥동 3775번지,경기도 성남시 수정구 시민로 150,127.1439622,37.4414696
성남시,중원구,성호지구대,지구대,13357,경기도 성남시 중원구 성남동 2199번지,경기도 성남시 중원구 산성대로 190-6,127.1399295,37.4360233
성남시,중원구,금광지구대,지구대,13187,경기도 성남시 중원구 금광동 1944번지,경기도 성남시 중원구 금빛로 33,127.1679597,37.4449705
성남시,분당구,야탑지구대,지구대,13520,경기도 성남시 분당구 야탑동 505번지,경기도 성남시 분당구 야탑로 76,127.127242,37.4095839
성남시,분당구,금곡지구대,지구대,13615,경기도 성남시 분당구 금곡동 173번지,경기도 성남시 분당구 성남대로171번길 12,127.1072706,37.351506
부천시,송내동,송내지구대,지구대,14734,경기도 부천시 송내동 611-2번지,경기도 부천시 성주로 147,126.7726869,37.4793518
부천시,범박동,범박지구대,지구대,14783,경기도 부천시 범박동 156번지,경기도 부천시 범안로 131,126.8093636,37.4701553
부천시,심곡동,중앙지구대,지구대,14631,경기도 부천시 심곡동 428-2번지,경기도 부천시 장말로 337,126.7798767,37.4909884
부천시,원미동,원미지구대,지구대,14567,경기도 부천시 원미동 57번지,경기도 부천시 원미로149번길 4,126.7908641,37.4961803
부천시,역곡동,역곡지구대,지구대,14672,경기도 부천시 역곡동 53-11번지,경기도 부천시 부일로711번길 29,126.8082369,37.4861641
광명시,철산동,철산지구대,지구대,14232,경기도 광명시 철산동 241-3번지,경기도 광명시 철산로29번길 16,126.8689234,37.4779323
광명시,소하동,소하지구대,지구대,14317,경기도 광명시 소하동 1310번지,경기도 광명시 금하로 500,126.8882082,37.4498505
안산시,단원구,호수지구대,지구대,15473,경기도 안산시 단원구 고잔동 712-3번지,경기도 안산시 단원구 광덕2로 127,126.8247208,37.3101693
안산시,상록구,사동지구대,지구대,15582,경기도 안산시 상록구 사동 1304-1번지,경기도 안산시 상록구 석호로 175,126.8512451,37.296763
의왕시,오전동,의왕지구대,지구대,16053,경기도 의왕시 오전동 839-8번지,경기도 의왕시 경수대로 352,126.9679816,37.3567818
하남시,천현동,하남지구대,지구대,12962,경기도 하남시 천현동 194-14번지,경기도 하남시 신장로 66,127.2102252,37.5355708
이천시,창전동,창전지구대,지구대,17365,경기도 이천시 창전동 152-19번지,경기도 이천시 영창로 171,127.4415981,37.2816578
안성시,공도읍,공도지구대,지구대,17560,경기도 안성시 공도읍 만정리 793-2번지,경기도 안성시 공도읍 공도4로 4,127.1726677,37.0006636
여주시,홍문동,홍문지구대,지구대,12622,경기도 여주시 홍문동 15-2번지,경기도 여주시 세종로 2,127.6368043,37.2974962
의정부시,신곡동,금오지구대,지구대,11779,경기도 의정부시 신곡동 804-1번지,경기도 의정부시 추동로108번길 1,127.0662853,37.7475452
고양시,덕양구,화정지구대,지구대,10498,경기도 고양시 덕양구 화정동 960번지,경기도 고양시 덕양구 은빛로 80,126.8366777,37.636996
고양시,덕양구,원당지구대,지구대,10465,경기도 고양시 덕양구 성사동 408-5번지,경기도 고양시 덕양구 호국로790번길 105,126.8415689,37.6542113
고양시,일산서구,주엽지구대,지구대,10386,경기도 고양시 일산서구 주엽동 70번지,경기도 고양시 일산서구 강성로 107,126.7634854,37.6699087
고양시,일산서구,대화지구대,지구대,10368,경기도 고양시 일산서구 대화동 2036번지,경기도 고양시 일산서구 일산로 670,126.7545678,37.682711
남양주시,화도읍,화도지구대,지구대,12184,경기도 남양주시 화도읍 창현리 736-3번지,경기도 남양주시 화도읍 창현로 8,127.3057396,37.6502209
파주시,아동동,금촌지구대,지구대,10930,경기도 파주시 아동동 356-3번지,경기도 파주시 새꽃로 212,126.7758767,37.765669
시흥시,정왕동,옥구지구대,지구대,15038,경기도 시흥시 정왕동 1849-7번지,경기도 시흥시 정왕대로118번길 1,126.7286106,37.351135
평택시,통복동,평택지구대,지구대,17891,경기도 평택시 통복동 73-1번지 평택지구대,경기도 평택시 중앙1로 23,127.0855647,36.9982693
화성시,진안동,태안지구대,지구대,18390,경기도 화성시 진안동 525-30번지,경기도 화성시 떡전골로 112-2,127.0332302,37.2083029
용인시,처인구,중앙지구대,지구대,17049,경기도 용인시 처인구 김량장동 328-2번지 중앙지구대,경기도 용인시 처인구 금령로 18,127.1981516,37.2345462
용인시,수지구,수지지구대,지구대,16833,경기도 용인시 수지구 풍덕천동 77-1번지,경기도 용인시 수지구 풍덕천로190번길 18,127.101852,37.3248405
광주시,경안동,경안지구대,지구대,12755,경기도 광주시 경안동 72-2번지,경기도 광주시 중앙로 137,127.2565561,37.4116387
김포시,사우동,사우지구대,지구대,10108,경기도 김포시 사우동 246번지,경기도 김포시 사우중로 35-5,126.7176869,37.6184156
과천시,중앙동,과천지구대,지구대,13803,경기도 과천시 중앙동 68번지 과천지구대,경기도 과천시 관문로 136,126.993391,37.433075
수원시,권선구,곡선지구대,지구대,16558,경기도 수원시 권선구 권선동 1268번지,경기도 수원시 권선구 권중로 77,127.0298887,37.2517966
수원시,팔달구,매탄지구대,지구대,16488,경기도 수원시 팔달구 인계동 1117번지 매탄지구대,경기도 수원시 팔달구 동수원로 403,127.0377502,37.2630124
수원시,영통구,영통지구대,지구대,16709,경기도 수원시 영통구 영통동 1046-2번지 영통지구대,경기도 수원시 영통구 청명로 92,127.0777734,37.2547674
수원시,팔달구,매산지구대,지구대,16622,경기도 수원시 팔달구 매산로1가 18번지 매산지구대,경기도 수원시 팔달구 덕영대로 944,126.999838,37.266072
안양시,동안구,인덕원지구대,지구대,13943,경기도 안양시 동안구 관양동 1505번지,경기도 안양시 동안구 흥안대로 530,126.9771995,37.401168
안양시,만안구,안양지구대,지구대,13992,경기도 안양시 만안구 안양동 88-1번지,경기도 안양시 만안구 만안로 232,126.9200368,37.404944
안양시,만안구,석수지구대,지구대,13958,경기도 안양시 만안구 안양동 42-17번지 석수지구대,경기도 안양시 만안구 경수대로 1161,126.9183656,37.4146376
군포시,당동,군포지구대,지구대,15860,경기도 군포시 당동 775-18번지 군포지구대,경기도 군포시 군포로 511,126.9445077,37.3520872
성남시,수정구,수진지구대,지구대,13314,경기도 성남시 수정구 수진동 4795번지,경기도 성남시 수정구 모란로 1,127.1283441,37.4337747
의정부시,가능동,가능지구대,지구대,11660,경기도 의정부시 가능동 238-6번지 가능지구대,경기도 의정부시 호국로 1171,127.0337649,37.7432336
고양시,덕양구,행신지구대,지구대,10518,경기도 고양시 덕양구 행신동 991번지,경기도 고양시 덕양구 중앙로 541-18,126.835703,37.6220205
고양시,일산동구,마두지구대,지구대,10422,경기도 고양시 일산동구 장항동 899번지,경기도 고양시 일산동구 노루목로 116,126.7785183,37.6499638
고양시,일산서구,탄현지구대,지구대,10244,경기도 고양시 일산서구 탄현동 1488번지,경기도 고양시 일산서구 현중로36번길 1,126.7678749,37.6940994
시흥시,장곡동,장곡지구대,지구대,15002,경기도 시흥시 장곡동 793-3번지 장곡지구대,경기도 시흥시 장곡로54번길 25-14,126.7813067,37.3818888
시흥시,정왕동,정왕지구대,지구대,15055,경기도 시흥시 정왕동 1800-10번지 정왕지구대,경기도 시흥시 정왕신길로 216,126.7410003,37.3486672
평택시,서정동,서정지구대,지구대,17779,경기도 평택시 서정동 332-35번지 서정지구대,경기도 평택시 서정역로 34,127.0560376,37.0570447
성남시,분당구,서현지구대,지구대,13588,경기도 성남시 분당구 서현동 89-5,경기도 성남시 분당구 중앙공원로31번길 30,127.1261241,37.3821673
부천시,소사본동,소사지구대,지구대,14690,경기도 부천시 소사본동 51번지,경기도 부천시 경인로 363,126.7960133,37.4824493
부천시,중동,중동지구대,지구대,14537,경기도 부천시 중동 1032-1번지,경기도 부천시 석천로 203-16,126.7624838,37.5057575
부천시,상동,상동지구대,지구대,14597,경기도 부천시 상동 396-3번지,경기도 부천시 상일로 99,126.7534147,37.4917824
부천시,중동,계남지구대,지구대,14581,경기도 부천시 중동 1184-1번지,경기도 부천시 조마루로 252,126.7716576,37.4978742
부천시,삼정동,내동지구대,지구대,14451,경기도 부천시 삼정동 196번지 내동지구대,경기도 부천시 신흥로 411,126.7749024,37.5204322
광명시,하안동,하안지구대,지구대,14248,경기도 광명시 하안동 650-5번지,경기도 광명시 범안로 1027,126.8772604,37.4614622
광명시,광명동,광남지구대,지구대,14281,경기도 광명시 광명동 752-4번지,경기도 광명시 광명로 772,126.8485131,37.4688524
안산시,상록구,본오지구대,지구대,15532,경기도 안산시 상록구 본오동 877-3번지,경기도 안산시 상록구 상록수로 12,126.8611027,37.3025958
하남시,덕풍동,덕풍지구대,지구대,12972,경기도 하남시 덕풍동 산36-3번지 덕풍지구대,경기도 하남시 하남대로 911,127.1977271,37.5458183
안성시,석정동,중앙지구대,지구대,17578,경기도 안성시 석정동 256-2번지,경기도 안성시 석정1길 15,127.2619548,37.0094409
구리시,교문동,교문지구대,지구대,11934,경기도 구리시 교문동 736-3번지,경기도 구리시 안골로 40,127.1354793,37.5968371
구리시,인창동,인창지구대,지구대,11921,경기도 구리시 인창동 671-2번지 인창지구대,경기도 구리시 건원대로34번길 31,127.141372,37.6053626
오산시,원동,오산지구대,지구대,18139,경기도 오산시 원동 813-13번지,경기도 오산시 운암로 11,127.0759226,37.1472837
화성시,석우동,동탄지구대,지구대,18460,경기도 화성시 석우동 59-1번지,경기도 화성시 노작로 226-1,127.0773096,37.2072742
용인시,기흥구,구갈지구대,지구대,16962,경기도 용인시 기흥구 신갈동 164-3번지,경기도 용인시 기흥구 관곡로 41,127.1105253,37.2831787
용인시,기흥구,보정지구대,지구대,16900,경기도 용인시 기흥구 보정동 1255-3,경기도 용인시 기흥구 보정로 110,127.1157101,37.319404
과천시,별양동,별양지구대,지구대,13834,경기도 과천시 별양동 11번지,경기도 과천시 별양로 58,126.9936181,37.4240199
부천시,원종동,원종지구대,지구대,14419,경기도 부천시 원종동 233-11번지 원종지구대,경기도 부천시 소사로 778,126.8052386,37.5255595
성남시,분당구,장안치안센터,지구대,13584,경기도 성남시 분당구 분당동 157번지,경기도 성남시 분당구 장안로26번길 10,127.1429902,37.3685613
부천시,송내동,송일치안센터,지구대,14721,경기도 부천시 송내동 352-1번지,경기도 부천시 중동로 45,126.7635477,37.484235
부천시,소사본동,소삼치안센터,지구대,14703,경기도 부천시 소사본동 159-58번지,경기도 부천시 은성로51번길 10,126.7966313,37.4756208
부천시,오정동,오정치안센터,지구대,14437,경기도 부천시 오정동 578-6번지,경기도 부천시 부천로478번길 34,126.7839774,37.5271708
광명시,철산동,철산1치안센터,지구대,14209,경기도 광명시 철산동 56-28번지,경기도 광명시 광복로38번길 3,126.8635911,37.4880173
안성시,미양면,미양치안센터,지구대,17601,경기도 안성시 미양면 양지리 186-9번지,경기도 안성시 미양면 양지길 19,127.2156607,36.9760582
의정부시,의정부동,동부치안센터,지구대,11695,경기도 의정부시 의정부동 196-15번지,경기도 의정부시 행복로 9-1,127.0482399,37.7397602
고양시,일산동구,마두2치안센터,지구대,10415,경기도 고양시 일산동구 마두동 786번지,경기도 고양시 일산동구 강송로 165,126.783789,37.6532983
수원시,장안구,영화치안센터,지구대,16271,경기도 수원시 장안구 영화동 410-3번지,경기도 수원시 장안구 영화로 46,127.0083064,37.2909042
수원시,장안구,정자치안센터,지구대,16315,경기도 수원시 장안구 정자동 30-13번지,경기도 수원시 장안구 장안로115번길 38,126.9985625,37.2932109
안양시,동안구,운동장치안센터,지구대,13941,경기도 안양시 동안구 비산동 1032번지,경기도 안양시 동안구 평촌대로 372,126.9497534,37.4038348
안양시,만안구,냉천치안센터,지구대,14030,경기도 안양시 만안구 안양동 447-1번지,경기도 안양시 만안구 현충로48번길 59,126.9240362,37.3929994
안양시,만안구,중앙치안센터,지구대,14002,경기도 안양시 만안구 안양동 711-94번지,경기도 안양시 만안구 냉천로193번길 36,126.9175953,37.3966079
안양시,만안구,만안치안센터,지구대,13991,경기도 안양시 만안구 안양동 842-10번지,경기도 안양시 만안구 안양로372번길 9-10,126.9178685,37.4046902
안양시,만안구,관악치안센터,지구대,13962,경기도 안양시 만안구 석수동 266-17번지,경기도 안양시 만안구 안양로532번길 17,126.9076765,37.4170803
군포시,산본동,산본치안센터,지구대,15806,경기도 군포시 산본동 90-1번지,경기도 군포시 군포로761번길 69,126.9389271,37.3713931
성남시,수정구,신흥1치안센터,지구대,13340,경기도 성남시 수정구 신흥동 5095번지,경기도 성남시 수정구 시민로163번길 19,127.1410929,37.4419686
성남시,분당구,야탑3치안센터,지구대,13511,경기도 성남시 분당구 야탑동 154번지,경기도 성남시 분당구 판교로 679,127.1484918,37.4055862
부천시,심곡본동,심일치안센터,지구대,14709,경기도 부천시 심곡본동 534-11번지,경기도 부천시 경인로 199-1,126.7778291,37.4837765
부천시,괴안동,역삼치안센터,지구대,14676,경기도 부천시 괴안동 114-1번지,경기도 부천시 경인로 500-1,126.811115,37.4837451
평택시,평택동,성내치안센터,지구대,17917,경기도 평택시 평택동 55-41번지,경기도 평택시 평택로 55,127.0855577,36.9917996
하남시,창우동,창우치안센터,지구대,12954,경기도 하남시 창우동 520-3번지,경기도 하남시 대청로 114,127.2247294,37.5391845
의정부시,가능동,북부치안센터,지구대,11677,경기도 의정부시 가능동 640번지,경기도 의정부시 신촌로63번길 8,127.0417108,37.7506821
파주시,월롱면,월롱파출소,파출소,10946,경기도 파주시 월롱면 위전리 430-5번지 월롱파출소,경기도 파주시 월롱면 휴암로 3,126.7909878,37.7955816
파주시,교하동,교하파출소,파출소,10867,경기도 파주시 교하동 산16-4번지,경기도 파주시 교하로 1431-2,126.7504892,37.7521751
파주시,동패동,운정파출소,파출소,10902,경기도 파주시 동패동 1895번지 운정파출소,경기도 파주시 한울로 55-1,126.7382658,37.7114882
양주시,장흥면,장흥파출소,파출소,11520,경기도 양주시 장흥면 일영리 139-4번지,경기도 양주시 장흥면 호국로 179,126.9408088,37.7169313
양주시,마전동,주내파출소,파출소,11496,경기도 양주시 마전동 163-3,경기도 양주시 부흥로 1613,127.0512606,37.7790676
양주시,광적면,광적파출소,파출소,11419,경기도 양주시 광적면 가납리 741-22번지,경기도 양주시 광적면 가래비길 54,126.9862084,37.8233399
양주시,만송동,고읍파출소,파출소,11493,경기도 양주시 만송동 695-3번지,경기도 양주시 고읍로 83,127.0807578,37.7964221
동두천시,생연동,생연파출소,파출소,11331,경기도 동두천시 생연동 814-7번지,경기도 동두천시 생연로 99,127.0502036,37.9014698
동두천시,보산동,중앙파출소,파출소,11310,경기도 동두천시 보산동 405번지,경기도 동두천시 중앙로 393,127.0607072,37.9131863
포천시,창수면,창수파출소,파출소,11134,경기도 포천시 창수면 주원리 249-2번지,경기도 포천시 창수면 메치골로 174,127.1892677,37.9909016
포천시,이동면,이동파출소,파출소,11111,경기도 포천시 이동면 장암리 219-2번지,경기도 포천시 이동면 화동로 2078,127.3663104,38.0330919
포천시,영북면,영북파출소,파출소,11105,경기도 포천시 영북면 운천리 505-2번지,경기도 포천시 영북면 운천로 4,127.2738208,38.0915308
포천시,신북면,신북파출소,파출소,11139,경기도 포천시 신북면 기지리 893-2번지,경기도 포천시 신북면 호국로 2059,127.2264659,37.933331
포천시,신읍동,포천파출소,파출소,11149,경기도 포천시 신읍동 106-22번지 포천파출소,경기도 포천시 원모루로1길 32,127.1961586,37.8924105
포천시,선단동,선단파출소,파출소,11160,경기도 포천시 선단동 834-2번지,경기도 포천시 송선로 279,127.1504436,37.857169
가평군,상면,상면파출소,파출소,12444,경기도 가평군 상면 연하리 171-1번지,경기도 가평군 상면 청군로 1101,127.3569568,37.8048712
가평군,북면,북면파출소,파출소,12403,경기도 가평군 북면 목동리 848번지,경기도 가평군 북면 화악산로 6,127.5499072,37.8856134
가평군,조종면,조종파출소,파출소,12437,경기도 가평군 조종면 현리 267-5번지 조종파출소,경기도 가평군 조종면 현창로 43,127.3478687,37.8186465
연천군,연천읍,연천파출소,파출소,11012,경기도 연천군 연천읍 차탄리 649번지 (차탄리649번지),경기도 연천군 연천읍 문화로 67-1,127.077282,38.0995583
연천군,전곡읍,전곡파출소,파출소,11037,경기도 연천군 전곡읍 전곡리 333-608번지 전곡파출소,경기도 연천군 전곡읍 전곡역로 72,127.0710333,38.0246156
수원시,장안구,율천파출소,파출소,16417,경기도 수원시 장안구 율전동 497-7번지 율천파출소,경기도 수원시 장안구 서부로 2124,126.971618,37.2979012
수원시,영통구,태장파출소,파출소,16688,경기도 수원시 영통구 망포동 396-1번지,경기도 수원시 영통구 영통로 143,127.0553658,37.2402729
수원시,팔달구,인계파출소,파출소,16484,경기도 수원시 팔달구 인계동 930-1번지,경기도 수원시 팔달구 장다리로 312,127.0313404,37.2756555
수원시,영통구,광교파출소,파출소,16509,경기도 수원시 영통구 이의동 1347-6번지,경기도 수원시 영통구 에듀타운로 82,127.0475843,37.2885442
수원시,팔달구,유천파출소,파출소,16464,경기도 수원시 팔달구 매교동 77-63번지,경기도 수원시 팔달구 매산로116번길 50,127.0143365,37.2690449
수원시,권선구,당수파출소,파출소,16375,경기도 수원시 권선구 당수동 159-1번지,경기도 수원시 권선구 당진로32번길 28-4,126.9417576,37.2917085
안양시,동안구,평안파출소,파출소,14068,경기도 안양시 동안구 평촌동 896-5번지 평안파출소,경기도 안양시 동안구 관평로138번길 43,126.9644542,37.3903614
군포시,대야미동,대야파출소,파출소,15887,경기도 군포시 대야미동 654-1번지 대야파출소,경기도 군포시 대야1로24번길 4,126.917425,37.3277523
성남시,수정구,복정파출소,파출소,13119,경기도 성남시 수정구 복정동 695번지,경기도 성남시 수정구 복정로 36,127.1274546,37.4561024
성남시,수정구,중앙파출소,파출소,13292,경기도 성남시 수정구 태평동 3498-2번지,경기도 성남시 수정구 수정로 145,127.1361555,37.4423887
성남시,수정구,수진1파출소,파출소,13332,경기도 성남시 수정구 수진동 1921번지,경기도 성남시 수정구 탄리로 21,127.1385666,37.4384126
성남시,수정구,단대파출소,파출소,13144,경기도 성남시 수정구 단대동 101-4번지,경기도 성남시 수정구 단대로 15,127.1581775,37.45239
성남시,중원구,은행파출소,파출소,13156,경기도 성남시 중원구 은행동 1417-1번지,경기도 성남시 중원구 은행로25번길 14,127.1654287,37.4555517
성남시,중원구,상대원2파출소,파출소,13394,경기도 성남시 중원구 상대원동 3154-1번지,경기도 성남시 중원구 희망로 373,127.1585116,37.4390817
성남시,분당구,구미파출소,파출소,13623,경기도 성남시 분당구 구미동 223번지,경기도 성남시 분당구 구미로 107,127.1206036,37.3393388
성남시,분당구,서판교파출소,파출소,13466,경기도 성남시 분당구 운중동 938번지 서판교파출소,경기도 성남시 분당구 운중로146번길 6,127.0789699,37.3907486
부천시,고강동,고강파출소,파출소,14403,경기도 부천시 고강동 276-1번지,경기도 부천시 역곡로 519,126.8157232,37.5309645
안산시,단원구,공단파출소,파출소,15433,경기도 안산시 단원구 원시동 773-6번지,경기도 안산시 단원구 동산로 29,126.7933543,37.3128119
안산시,단원구,고잔파출소,파출소,15335,경기도 안산시 단원구 고잔동 515번지,경기도 안산시 단원구 화랑로 397,126.8315185,37.3220367
안산시,단원구,선부3파출소,파출소,15212,경기도 안산시 단원구 선부동 1135번지,경기도 안산시 단원구 선삼로2길 14-20,126.8126086,37.3448666
안산시,단원구,원선파출소,파출소,15380,경기도 안산시 단원구 원곡동 821-3번지,경기도 안산시 단원구 원선로 33,126.797216,37.3280009
안산시,단원구,선부2파출소,파출소,15220,경기도 안산시 단원구 선부동 703-3번지,경기도 안산시 단원구 선여불로 19,126.8038757,37.3440594
의왕시,삼동,부곡파출소,파출소,16082,경기도 의왕시 삼동 460-95번지,경기도 의왕시 한백이길 3,126.9489308,37.3223377
의왕시,청계동,청계파출소,파출소,16009,경기도 의왕시 청계동 992번지,경기도 의왕시 안양판교로 227,126.9963325,37.3894214
의왕시,내손동,내손파출소,파출소,16039,경기도 의왕시 내손동 759번지,경기도 의왕시 갈미로 77,126.9757281,37.3786694
하남시,감북동,서부파출소,파출소,12990,경기도 하남시 감북동 327번지,경기도 하남시 감북로 43,127.1620986,37.5160671
이천시,호법면,호법파출소,파출소,17394,경기도 이천시 호법면 후안리 265-1번지,경기도 이천시 호법면 이섭대천로 547,127.4281605,37.2240863
이천시,백사면,백사파출소,파출소,17312,경기도 이천시 백사면 현방리 99-38번지 백사파출소,경기도 이천시 백사면 현방로 62,127.4911736,37.3384618
이천시,장호원읍,장호원파출소,파출소,17420,경기도 이천시 장호원읍 장호원리 99-4번지 장호원파출소,경기도 이천시 장호원읍 장감로 70,127.6304451,37.1167668
이천시,부발읍,아미파출소,파출소,17332,경기도 이천시 부발읍 아미리 1076번지,경기도 이천시 부발읍 경충대로 2154,127.4863198,37.2571651
이천시,대월면,대월파출소,파출소,17343,경기도 이천시 대월면 초지리 310-2번지,경기도 이천시 대월면 대월로803번길 64,127.4946527,37.2246128
안성시,죽산면,죽산파출소,파출소,17519,경기도 안성시 죽산면 죽산리 432-7번지,경기도 안성시 죽산면 죽주로 241,127.4219729,37.0748511
안성시,보개면,보개파출소,파출소,17509,경기도 안성시 보개면 불현리 42-9번지,경기도 안성시 보개면 보개원삼로 220-1,127.2900144,37.0224688
안성시,양성면,양성파출소,파출소,17502,경기도 안성시 양성면 동항리 291-3번지,경기도 안성시 양성면 장터길 35,127.1952716,37.0586847
여주시,북내면,북내파출소,파출소,12613,경기도 여주시 북내면 당우리 161-1번지,경기도 여주시 북내면 여양2로 300,127.67971,37.3293254
여주시,대신면,대신파출소,파출소,12610,경기도 여주시 대신면 율촌리 283-2번지,경기도 여주시 대신면 여양로 1436,127.5884475,37.3750967
여주시,점동면,점동파출소,파출소,12667,경기도 여주시 점동면 청안리 128-2번지,경기도 여주시 점동면 청안로 118,127.6616674,37.2049523
여주시,흥천면,흥천파출소,파출소,12607,경기도 여주시 흥천면 효지리 376-23번지,경기도 여주시 흥천면 효자로 144,127.5425323,37.3326255
양평군,개군면,개군파출소,파출소,12568,경기도 양평군 개군면 하자포리 223-1번지,경기도 양평군 개군면 하자포길 25,127.5378642,37.4252876
양평군,서종면,서종파출소,파출소,12503,경기도 양평군 서종면 문호리 779-2번지,경기도 양평군 서종면 무내미길 45,127.3519561,37.6032068
양평군,용문면,용문파출소,파출소,12521,경기도 양평군 용문면 다문리 720-1번지,경기도 양평군 용문면 용문로 351,127.5928018,37.4840589
양평군,청운면,청운파출소,파출소,12530,경기도 양평군 청운면 용두리 659-3번지,경기도 양평군 청운면 용두로 140,127.7087054,37.5541047
양평군,강하면,강하파출소,파출소,12574,경기도 양평군 강하면 운심리 34-4번지,경기도 양평군 강하면 운심길 46,127.4111286,37.4958274
양평군,양평읍,양근파출소,파출소,12555,경기도 양평군 양평읍 양근리 280번지,경기도 양평군 양평읍 해오름길 11,127.4904838,37.4881114
양평군,강상면,강상파출소,파출소,12572,경기도 양평군 강상면 교평리 449-7번지,경기도 양평군 강상면 양평대교길 91,127.4849504,37.4821606
의정부시,민락동,송산파출소,파출소,11809,경기도 의정부시 민락동 743-1번지,경기도 의정부시 용민로 119,127.0901264,37.7399078
고양시,덕양구,신도파출소,파출소,10590,경기도 고양시 덕양구 삼송동 30-27번지,경기도 고양시 덕양구 신도길 6,126.893982,37.6528298
고양시,일산동구,풍사파출소,파출소,10304,경기도 고양시 일산동구 식사동 562-2번지,경기도 고양시 일산동구 은행마을로6번길 86,126.8080396,37.6662697
